,country,year,sex-age,cases,sex,age
39205,SE,1984,m4554,,m,45-54
39206,SE,1985,m4554,,m,45-54
39207,SE,1986,m4554,,m,45-54
39208,SE,1987,m4554,,m,45-54
39209,SE,1988,m4554,,m,45-54
39210,SE,1989,m4554,,m,45-54
39211,SE,1990,m4554,,m,45-54
39212,SE,1991,m4554,,m,45-54
39213,SE,1992,m4554,,m,45-54
39214,SE,1993,m4554,,m,45-54
39215,SE,1994,m4554,,m,45-54
39216,SE,1995,m4554,5.0,m,45-54
39217,SE,1996,m4554,5.0,m,45-54
39218,SE,1997,m4554,5.0,m,45-54
39219,SE,1998,m4554,8.0,m,45-54
39220,SE,1999,m4554,5.0,m,45-54
39221,SE,2000,m4554,11.0,m,45-54
39222,SE,2001,m4554,3.0,m,45-54
39223,SE,2002,m4554,8.0,m,45-54
39224,SE,2003,m4554,4.0,m,45-54
39225,SE,2004,m4554,8.0,m,45-54
39226,SE,2005,m4554,10.0,m,45-54
39227,SE,2006,m4554,5.0,m,45-54
39228,SE,2007,m4554,5.0,m,45-54
39229,SE,2008,m4554,5.0,m,45-54
39230,SG,1980,m4554,,m,45-54
39231,SG,1981,m4554,,m,45-54
39232,SG,1982,m4554,,m,45-54
39233,SG,1983,m4554,,m,45-54
39234,SG,1984,m4554,,m,45-54
39235,SG,1985,m4554,,m,45-54
39236,SG,1986,m4554,,m,45-54
39237,SG,1987,m4554,,m,45-54
39238,SG,1988,m4554,,m,45-54
39239,SG,1989,m4554,,m,45-54
39240,SG,1990,m4554,,m,45-54
39241,SG,1991,m4554,,m,45-54
39242,SG,1992,m4554,,m,45-54
39243,SG,1993,m4554,,m,45-54
39244,SG,1994,m4554,,m,45-54
39245,SG,1995,m4554,62.0,m,45-54
39246,SG,1996,m4554,,m,45-54
39247,SG,1997,m4554,60.0,m,45-54
39248,SG,1998,m4554,63.0,m,45-54
39249,SG,1999,m4554,72.0,m,45-54
39250,SG,2000,m4554,51.0,m,45-54
39251,SG,2001,m4554,70.0,m,45-54
39252,SG,2002,m4554,88.0,m,45-54
39253,SG,2003,m4554,96.0,m,45-54
39254,SG,2004,m4554,83.0,m,45-54
39255,SG,2005,m4554,94.0,m,45-54
39256,SG,2006,m4554,107.0,m,45-54
39257,SG,2007,m4554,98.0,m,45-54
39258,SG,2008,m4554,106.0,m,45-54
39259,SI,1980,m4554,,m,45-54
39260,SI,1981,m4554,,m,45-54
39261,SI,1982,m4554,,m,45-54
39262,SI,1983,m4554,,m,45-54
39263,SI,1984,m4554,,m,45-54
39264,SI,1985,m4554,,m,45-54
39265,SI,1986,m4554,,m,45-54
39266,SI,1987,m4554,,m,45-54
39267,SI,1988,m4554,,m,45-54
39268,SI,1989,m4554,,m,45-54
39269,SI,1990,m4554,,m,45-54
39270,SI,1991,m4554,,m,45-54
39271,SI,1992,m4554,,m,45-54
39272,SI,1993,m4554,,m,45-54
39273,SI,1994,m4554,,m,45-54
39274,SI,1995,m4554,36.0,m,45-54
39275,SI,1996,m4554,37.0,m,45-54
39276,SI,1997,m4554,19.0,m,45-54
39277,SI,1998,m4554,19.0,m,45-54
39278,SI,1999,m4554,27.0,m,45-54
39279,SI,2000,m4554,22.0,m,45-54
39280,SI,2001,m4554,27.0,m,45-54
39281,SI,2002,m4554,26.0,m,45-54
39282,SI,2003,m4554,22.0,m,45-54
39283,SI,2004,m4554,10.0,m,45-54
39284,SI,2005,m4554,15.0,m,45-54
39285,SI,2006,m4554,12.0,m,45-54
39286,SI,2007,m4554,14.0,m,45-54
39287,SI,2008,m4554,17.0,m,45-54
39288,SK,1980,m4554,,m,45-54
39289,SK,1981,m4554,,m,45-54
39290,SK,1982,m4554,,m,45-54
39291,SK,1983,m4554,,m,45-54
39292,SK,1984,m4554,,m,45-54
39293,SK,1985,m4554,,m,45-54
39294,SK,1986,m4554,,m,45-54
39295,SK,1987,m4554,,m,45-54
39296,SK,1988,m4554,,m,45-54
39297,SK,1989,m4554,,m,45-54
39298,SK,1990,m4554,,m,45-54
39299,SK,1991,m4554,,m,45-54
39300,SK,1992,m4554,,m,45-54
39301,SK,1993,m4554,,m,45-54
39302,SK,1994,m4554,,m,45-54
39303,SK,1995,m4554,108.0,m,45-54
39304,SK,1996,m4554,105.0,m,45-54
39305,SK,1997,m4554,38.0,m,45-54
39306,SK,1998,m4554,50.0,m,45-54
39307,SK,1999,m4554,51.0,m,45-54
39308,SK,2000,m4554,50.0,m,45-54
39309,SK,2001,m4554,48.0,m,45-54
39310,SK,2002,m4554,40.0,m,45-54
39311,SK,2003,m4554,36.0,m,45-54
39312,SK,2004,m4554,30.0,m,45-54
39313,SK,2005,m4554,25.0,m,45-54
39314,SK,2006,m4554,27.0,m,45-54
39315,SK,2007,m4554,51.0,m,45-54
39316,SK,2008,m4554,46.0,m,45-54
39317,SL,1980,m4554,,m,45-54
39318,SL,1981,m4554,,m,45-54
39319,SL,1982,m4554,,m,45-54
39320,SL,1983,m4554,,m,45-54
39321,SL,1984,m4554,,m,45-54
39322,SL,1985,m4554,,m,45-54
39323,SL,1986,m4554,,m,45-54
39324,SL,1987,m4554,,m,45-54
39325,SL,1988,m4554,,m,45-54
39326,SL,1990,m4554,,m,45-54
39327,SL,1991,m4554,,m,45-54
39328,SL,1992,m4554,,m,45-54
39329,SL,1993,m4554,,m,45-54
39330,SL,1994,m4554,,m,45-54
39331,SL,1995,m4554,99.0,m,45-54
39332,SL,1996,m4554,180.0,m,45-54
39333,SL,1997,m4554,182.0,m,45-54
39334,SL,1998,m4554,191.0,m,45-54
39335,SL,1999,m4554,,m,45-54
39336,SL,2000,m4554,190.0,m,45-54
39337,SL,2001,m4554,230.0,m,45-54
39338,SL,2002,m4554,246.0,m,45-54
39339,SL,2003,m4554,264.0,m,45-54
39340,SL,2004,m4554,364.0,m,45-54
39341,SL,2005,m4554,397.0,m,45-54
39342,SL,2006,m4554,446.0,m,45-54
39343,SL,2007,m4554,520.0,m,45-54
39344,SL,2008,m4554,573.0,m,45-54
39345,SM,1990,m4554,,m,45-54
39346,SM,1991,m4554,,m,45-54
39347,SM,1993,m4554,,m,45-54
39348,SM,1994,m4554,,m,45-54
39349,SM,1995,m4554,,m,45-54
39350,SM,1996,m4554,,m,45-54
39351,SM,1997,m4554,,m,45-54
39352,SM,1998,m4554,,m,45-54
39353,SM,1999,m4554,,m,45-54
39354,SM,2000,m4554,,m,45-54
39355,SM,2001,m4554,,m,45-54
39356,SM,2002,m4554,,m,45-54
39357,SM,2003,m4554,0.0,m,45-54
39358,SM,2004,m4554,0.0,m,45-54
39359,SM,2006,m4554,,m,45-54
39360,SM,2007,m4554,,m,45-54
39361,SM,2008,m4554,,m,45-54
39362,SN,1980,m4554,,m,45-54
39363,SN,1981,m4554,,m,45-54
39364,SN,1982,m4554,,m,45-54
39365,SN,1983,m4554,,m,45-54
39366,SN,1985,m4554,,m,45-54
39367,SN,1986,m4554,,m,45-54
39368,SN,1987,m4554,,m,45-54
39369,SN,1988,m4554,,m,45-54
39370,SN,1989,m4554,,m,45-54
39371,SN,1990,m4554,,m,45-54
39372,SN,1991,m4554,,m,45-54
39373,SN,1992,m4554,,m,45-54
39374,SN,1993,m4554,,m,45-54
39375,SN,1994,m4554,,m,45-54
39376,SN,1995,m4554,408.0,m,45-54
39377,SN,1996,m4554,474.0,m,45-54
39378,SN,1997,m4554,467.0,m,45-54
39379,SN,1998,m4554,453.0,m,45-54
39380,SN,1999,m4554,424.0,m,45-54
39381,SN,2000,m4554,470.0,m,45-54
39382,SN,2001,m4554,498.0,m,45-54
39383,SN,2002,m4554,488.0,m,45-54
39384,SN,2003,m4554,531.0,m,45-54
39385,SN,2004,m4554,506.0,m,45-54
39386,SN,2005,m4554,533.0,m,45-54
39387,SN,2006,m4554,553.0,m,45-54
39388,SN,2007,m4554,549.0,m,45-54
39389,SN,2008,m4554,593.0,m,45-54
39390,SO,1983,m4554,,m,45-54
39391,SO,1984,m4554,,m,45-54
39392,SO,1985,m4554,,m,45-54
39393,SO,1986,m4554,,m,45-54
39394,SO,1987,m4554,,m,45-54
39395,SO,1988,m4554,,m,45-54
39396,SO,1989,m4554,,m,45-54
39397,SO,1994,m4554,,m,45-54
39398,SO,1995,m4554,127.0,m,45-54
39399,SO,1996,m4554,153.0,m,45-54
39400,SO,1997,m4554,187.0,m,45-54
39401,SO,1998,m4554,198.0,m,45-54
39402,SO,1999,m4554,175.0,m,45-54
39403,SO,2000,m4554,254.0,m,45-54
39404,SO,2001,m4554,310.0,m,45-54
39405,SO,2002,m4554,307.0,m,45-54
39406,SO,2003,m4554,319.0,m,45-54
39407,SO,2004,m4554,419.0,m,45-54
39408,SO,2005,m4554,458.0,m,45-54
39409,SO,2006,m4554,436.0,m,45-54
39410,SO,2007,m4554,407.0,m,45-54
39411,SO,2008,m4554,422.0,m,45-54
39412,SR,1980,m4554,,m,45-54
39413,SR,1981,m4554,,m,45-54
39414,SR,1982,m4554,,m,45-54
39415,SR,1983,m4554,,m,45-54
39416,SR,1984,m4554,,m,45-54
39417,SR,1985,m4554,,m,45-54
39418,SR,1986,m4554,,m,45-54
39419,SR,1987,m4554,,m,45-54
39420,SR,1988,m4554,,m,45-54
39421,SR,1989,m4554,,m,45-54
39422,SR,1990,m4554,,m,45-54
39423,SR,1991,m4554,,m,45-54
39424,SR,1992,m4554,,m,45-54
39425,SR,1993,m4554,,m,45-54
39426,SR,1994,m4554,,m,45-54
39427,SR,1995,m4554,,m,45-54
39428,SR,1996,m4554,0.0,m,45-54
39429,SR,1997,m4554,2.0,m,45-54
39430,SR,1998,m4554,,m,45-54
39431,SR,1999,m4554,,m,45-54
39432,SR,2000,m4554,2.0,m,45-54
39433,SR,2001,m4554,2.0,m,45-54
39434,SR,2002,m4554,2.0,m,45-54
39435,SR,2003,m4554,6.0,m,45-54
39436,SR,2004,m4554,6.0,m,45-54
39437,SR,2005,m4554,6.0,m,45-54
39438,SR,2006,m4554,4.0,m,45-54
39439,SR,2007,m4554,,m,45-54
39440,SR,2008,m4554,,m,45-54
39441,ST,1980,m4554,,m,45-54
39442,ST,1981,m4554,,m,45-54
39443,ST,1982,m4554,,m,45-54
39444,ST,1983,m4554,,m,45-54
39445,ST,1984,m4554,,m,45-54
39446,ST,1985,m4554,,m,45-54
39447,ST,1986,m4554,,m,45-54
39448,ST,1987,m4554,,m,45-54
39449,ST,1988,m4554,,m,45-54
39450,ST,1990,m4554,,m,45-54
39451,ST,1991,m4554,,m,45-54
39452,ST,1993,m4554,,m,45-54
39453,ST,1994,m4554,,m,45-54
39454,ST,1998,m4554,,m,45-54
39455,ST,1999,m4554,,m,45-54
39456,ST,2000,m4554,7.0,m,45-54
39457,ST,2001,m4554,6.0,m,45-54
39458,ST,2002,m4554,2.0,m,45-54
39459,ST,2003,m4554,3.0,m,45-54
39460,ST,2004,m4554,5.0,m,45-54
39461,ST,2005,m4554,4.0,m,45-54
39462,ST,2006,m4554,2.0,m,45-54
39463,ST,2007,m4554,4.0,m,45-54
39464,ST,2008,m4554,6.0,m,45-54
39465,SV,1980,m4554,,m,45-54
39466,SV,1981,m4554,,m,45-54
39467,SV,1982,m4554,,m,45-54
39468,SV,1983,m4554,,m,45-54
39469,SV,1984,m4554,,m,45-54
39470,SV,1985,m4554,,m,45-54
39471,SV,1986,m4554,,m,45-54
39472,SV,1987,m4554,,m,45-54
39473,SV,1988,m4554,,m,45-54
39474,SV,1989,m4554,,m,45-54
39475,SV,1990,m4554,,m,45-54
39476,SV,1991,m4554,,m,45-54
39477,SV,1992,m4554,,m,45-54
39478,SV,1993,m4554,,m,45-54
39479,SV,1994,m4554,,m,45-54
39480,SV,1995,m4554,,m,45-54
39481,SV,1996,m4554,57.0,m,45-54
39482,SV,1997,m4554,71.0,m,45-54
39483,SV,1998,m4554,87.0,m,45-54
39484,SV,1999,m4554,88.0,m,45-54
39485,SV,2000,m4554,92.0,m,45-54
39486,SV,2001,m4554,78.0,m,45-54
39487,SV,2002,m4554,91.0,m,45-54
39488,SV,2003,m4554,81.0,m,45-54
39489,SV,2004,m4554,84.0,m,45-54
39490,SV,2005,m4554,104.0,m,45-54
39491,SV,2006,m4554,76.0,m,45-54
39492,SV,2007,m4554,73.0,m,45-54
39493,SV,2008,m4554,67.0,m,45-54
39494,SY,1980,m4554,,m,45-54
39495,SY,1981,m4554,,m,45-54
39496,SY,1982,m4554,,m,45-54
39497,SY,1983,m4554,,m,45-54
39498,SY,1984,m4554,,m,45-54
39499,SY,1985,m4554,,m,45-54
39500,SY,1986,m4554,,m,45-54
39501,SY,1987,m4554,,m,45-54
39502,SY,1988,m4554,,m,45-54
39503,SY,1989,m4554,,m,45-54
39504,SY,1990,m4554,,m,45-54
39505,SY,1991,m4554,,m,45-54
39506,SY,1992,m4554,,m,45-54
39507,SY,1994,m4554,,m,45-54
39508,SY,1995,m4554,70.0,m,45-54
39509,SY,1996,m4554,90.0,m,45-54
39510,SY,1997,m4554,74.0,m,45-54
39511,SY,1998,m4554,93.0,m,45-54
39512,SY,1999,m4554,,m,45-54
39513,SY,2000,m4554,86.0,m,45-54
39514,SY,2001,m4554,108.0,m,45-54
39515,SY,2002,m4554,80.0,m,45-54
39516,SY,2003,m4554,98.0,m,45-54
39517,SY,2004,m4554,113.0,m,45-54
39518,SY,2005,m4554,112.0,m,45-54
39519,SY,2006,m4554,110.0,m,45-54
39520,SY,2007,m4554,74.0,m,45-54
39521,SY,2008,m4554,82.0,m,45-54
39522,SZ,1981,m4554,,m,45-54
39523,SZ,1982,m4554,,m,45-54
39524,SZ,1983,m4554,,m,45-54
39525,SZ,1987,m4554,,m,45-54
39526,SZ,1988,m4554,,m,45-54
39527,SZ,1989,m4554,,m,45-54
39528,SZ,1991,m4554,,m,45-54
39529,SZ,1993,m4554,,m,45-54
39530,SZ,1995,m4554,98.0,m,45-54
39531,SZ,1996,m4554,263.0,m,45-54
39532,SZ,1997,m4554,,m,45-54
39533,SZ,1998,m4554,,m,45-54
39534,SZ,1999,m4554,,m,45-54
39535,SZ,2000,m4554,138.0,m,45-54
39536,SZ,2001,m4554,238.0,m,45-54
39537,SZ,2002,m4554,117.0,m,45-54
39538,SZ,2003,m4554,96.0,m,45-54
39539,SZ,2004,m4554,140.0,m,45-54
39540,SZ,2005,m4554,139.0,m,45-54
39541,SZ,2006,m4554,164.0,m,45-54
39542,SZ,2007,m4554,182.0,m,45-54
39543,SZ,2008,m4554,193.0,m,45-54
39544,TC,1980,m4554,,m,45-54
39545,TC,1981,m4554,,m,45-54
39546,TC,1982,m4554,,m,45-54
39547,TC,1983,m4554,,m,45-54
39548,TC,1984,m4554,,m,45-54
39549,TC,1985,m4554,,m,45-54
39550,TC,1986,m4554,,m,45-54
39551,TC,1987,m4554,,m,45-54
39552,TC,1990,m4554,,m,45-54
39553,TC,1991,m4554,,m,45-54
39554,TC,1992,m4554,,m,45-54
39555,TC,1993,m4554,,m,45-54
39556,TC,1998,m4554,,m,45-54
39557,TC,1999,m4554,,m,45-54
39558,TC,2000,m4554,,m,45-54
39559,TC,2001,m4554,,m,45-54
39560,TC,2002,m4554,,m,45-54
39561,TC,2003,m4554,0.0,m,45-54
39562,TC,2005,m4554,,m,45-54
39563,TC,2006,m4554,0.0,m,45-54
39564,TC,2007,m4554,,m,45-54
39565,TC,2008,m4554,,m,45-54
39566,TD,1980,m4554,,m,45-54
39567,TD,1981,m4554,,m,45-54
39568,TD,1982,m4554,,m,45-54
39569,TD,1983,m4554,,m,45-54
39570,TD,1984,m4554,,m,45-54
39571,TD,1985,m4554,,m,45-54
39572,TD,1986,m4554,,m,45-54
39573,TD,1987,m4554,,m,45-54
39574,TD,1988,m4554,,m,45-54
39575,TD,1989,m4554,,m,45-54
39576,TD,1990,m4554,,m,45-54
39577,TD,1991,m4554,,m,45-54
39578,TD,1992,m4554,,m,45-54
39579,TD,1993,m4554,,m,45-54
39580,TD,1994,m4554,,m,45-54
39581,TD,1995,m4554,,m,45-54
39582,TD,1996,m4554,,m,45-54
39583,TD,1997,m4554,,m,45-54
39584,TD,1998,m4554,,m,45-54
39585,TD,1999,m4554,477.0,m,45-54
39586,TD,2002,m4554,269.0,m,45-54
39587,TD,2003,m4554,303.0,m,45-54
39588,TD,2004,m4554,207.0,m,45-54
39589,TD,2005,m4554,229.0,m,45-54
39590,TD,2006,m4554,,m,45-54
39591,TD,2007,m4554,,m,45-54
39592,TD,2008,m4554,584.0,m,45-54
39593,TG,1980,m4554,,m,45-54
39594,TG,1981,m4554,,m,45-54
39595,TG,1982,m4554,,m,45-54
39596,TG,1983,m4554,,m,45-54
39597,TG,1984,m4554,,m,45-54
39598,TG,1985,m4554,,m,45-54
39599,TG,1986,m4554,,m,45-54
39600,TG,1987,m4554,,m,45-54
39601,TG,1988,m4554,,m,45-54
39602,TG,1989,m4554,,m,45-54
39603,TG,1990,m4554,,m,45-54
39604,TG,1991,m4554,,m,45-54
39605,TG,1992,m4554,,m,45-54
39606,TG,1993,m4554,,m,45-54
39607,TG,1994,m4554,,m,45-54
39608,TG,1995,m4554,82.0,m,45-54
39609,TG,1996,m4554,89.0,m,45-54
39610,TG,1997,m4554,,m,45-54
39611,TG,1998,m4554,86.0,m,45-54
39612,TG,1999,m4554,80.0,m,45-54
39613,TG,2000,m4554,109.0,m,45-54
39614,TG,2001,m4554,,m,45-54
39615,TG,2002,m4554,104.0,m,45-54
39616,TG,2003,m4554,120.0,m,45-54
39617,TG,2004,m4554,143.0,m,45-54
39618,TG,2005,m4554,125.0,m,45-54
39619,TG,2006,m4554,183.0,m,45-54
39620,TG,2007,m4554,170.0,m,45-54
39621,TG,2008,m4554,214.0,m,45-54
39622,TH,1980,m4554,,m,45-54
39623,TH,1981,m4554,,m,45-54
39624,TH,1982,m4554,,m,45-54
39625,TH,1983,m4554,,m,45-54
39626,TH,1984,m4554,,m,45-54
39627,TH,1985,m4554,,m,45-54
39628,TH,1986,m4554,,m,45-54
39629,TH,1987,m4554,,m,45-54
39630,TH,1988,m4554,,m,45-54
39631,TH,1989,m4554,,m,45-54
39632,TH,1990,m4554,,m,45-54
39633,TH,1991,m4554,,m,45-54
39634,TH,1992,m4554,,m,45-54
39635,TH,1993,m4554,,m,45-54
39636,TH,1994,m4554,,m,45-54
39637,TH,1995,m4554,2434.0,m,45-54
39638,TH,1996,m4554,1935.0,m,45-54
39639,TH,1997,m4554,1488.0,m,45-54
39640,TH,1998,m4554,892.0,m,45-54
39641,TH,1999,m4554,1702.0,m,45-54
39642,TH,2000,m4554,2117.0,m,45-54
39643,TH,2001,m4554,3269.0,m,45-54
39644,TH,2002,m4554,3155.0,m,45-54
39645,TH,2003,m4554,3497.0,m,45-54
39646,TH,2004,m4554,3831.0,m,45-54
39647,TH,2005,m4554,4003.0,m,45-54
39648,TH,2006,m4554,4055.0,m,45-54
39649,TH,2007,m4554,4168.0,m,45-54
39650,TH,2008,m4554,4164.0,m,45-54
39651,TJ,1980,m4554,,m,45-54
39652,TJ,1981,m4554,,m,45-54
39653,TJ,1982,m4554,,m,45-54
39654,TJ,1983,m4554,,m,45-54
39655,TJ,1984,m4554,,m,45-54
39656,TJ,1985,m4554,,m,45-54
39657,TJ,1986,m4554,,m,45-54
39658,TJ,1987,m4554,,m,45-54
39659,TJ,1988,m4554,,m,45-54
39660,TJ,1989,m4554,,m,45-54
39661,TJ,1990,m4554,,m,45-54
39662,TJ,1991,m4554,,m,45-54
39663,TJ,1992,m4554,,m,45-54
39664,TJ,1993,m4554,,m,45-54
39665,TJ,1994,m4554,,m,45-54
39666,TJ,1995,m4554,,m,45-54
39667,TJ,1996,m4554,12.0,m,45-54
39668,TJ,1997,m4554,18.0,m,45-54
39669,TJ,1998,m4554,18.0,m,45-54
39670,TJ,1999,m4554,,m,45-54
39671,TJ,2000,m4554,,m,45-54
39672,TJ,2001,m4554,43.0,m,45-54
39673,TJ,2002,m4554,45.0,m,45-54
39674,TJ,2003,m4554,,m,45-54
39675,TJ,2004,m4554,34.0,m,45-54
39676,TJ,2005,m4554,104.0,m,45-54
39677,TJ,2006,m4554,,m,45-54
39678,TJ,2007,m4554,132.0,m,45-54
39679,TJ,2008,m4554,113.0,m,45-54
39680,TK,1980,m4554,,m,45-54
39681,TK,1981,m4554,,m,45-54
39682,TK,1982,m4554,,m,45-54
39683,TK,1983,m4554,,m,45-54
39684,TK,1984,m4554,,m,45-54
39685,TK,1985,m4554,,m,45-54
39686,TK,1986,m4554,,m,45-54
39687,TK,1987,m4554,,m,45-54
39688,TK,1988,m4554,,m,45-54
39689,TK,1989,m4554,,m,45-54
39690,TK,1990,m4554,,m,45-54
39691,TK,1991,m4554,,m,45-54
39692,TK,1992,m4554,,m,45-54
39693,TK,1994,m4554,,m,45-54
39694,TK,1995,m4554,,m,45-54
39695,TK,1996,m4554,,m,45-54
39696,TK,1999,m4554,,m,45-54
39697,TK,2000,m4554,,m,45-54
39698,TK,2001,m4554,,m,45-54
39699,TK,2002,m4554,,m,45-54
39700,TK,2003,m4554,,m,45-54
39701,TK,2004,m4554,,m,45-54
39702,TK,2005,m4554,,m,45-54
39703,TK,2006,m4554,,m,45-54
39704,TK,2007,m4554,0.0,m,45-54
39705,TK,2008,m4554,9.0,m,45-54
39706,TL,2001,m4554,,m,45-54
39707,TL,2002,m4554,107.0,m,45-54
39708,TL,2003,m4554,98.0,m,45-54
39709,TL,2004,m4554,99.0,m,45-54
39710,TL,2005,m4554,119.0,m,45-54
39711,TL,2006,m4554,75.0,m,45-54
39712,TL,2007,m4554,77.0,m,45-54
39713,TL,2008,m4554,73.0,m,45-54
39714,TM,1980,m4554,,m,45-54
39715,TM,1981,m4554,,m,45-54
39716,TM,1982,m4554,,m,45-54
39717,TM,1983,m4554,,m,45-54
39718,TM,1984,m4554,,m,45-54
39719,TM,1985,m4554,,m,45-54
39720,TM,1986,m4554,,m,45-54
39721,TM,1987,m4554,,m,45-54
39722,TM,1988,m4554,,m,45-54
39723,TM,1989,m4554,,m,45-54
39724,TM,1990,m4554,,m,45-54
39725,TM,1991,m4554,,m,45-54
39726,TM,1992,m4554,,m,45-54
39727,TM,1993,m4554,,m,45-54
39728,TM,1995,m4554,79.0,m,45-54
39729,TM,1996,m4554,44.0,m,45-54
39730,TM,1997,m4554,90.0,m,45-54
39731,TM,1998,m4554,64.0,m,45-54
39732,TM,1999,m4554,77.0,m,45-54
39733,TM,2000,m4554,127.0,m,45-54
39734,TM,2001,m4554,93.0,m,45-54
39735,TM,2002,m4554,112.0,m,45-54
39736,TM,2003,m4554,112.0,m,45-54
39737,TM,2004,m4554,123.0,m,45-54
39738,TM,2005,m4554,97.0,m,45-54
39739,TM,2006,m4554,120.0,m,45-54
39740,TM,2007,m4554,137.0,m,45-54
39741,TM,2008,m4554,164.0,m,45-54
39742,TN,1980,m4554,,m,45-54
39743,TN,1981,m4554,,m,45-54
39744,TN,1982,m4554,,m,45-54
39745,TN,1983,m4554,,m,45-54
39746,TN,1984,m4554,,m,45-54
39747,TN,1985,m4554,,m,45-54
39748,TN,1986,m4554,,m,45-54
39749,TN,1987,m4554,,m,45-54
39750,TN,1988,m4554,,m,45-54
39751,TN,1989,m4554,,m,45-54
39752,TN,1990,m4554,,m,45-54
39753,TN,1991,m4554,,m,45-54
39754,TN,1992,m4554,,m,45-54
39755,TN,1993,m4554,,m,45-54
39756,TN,1994,m4554,,m,45-54
39757,TN,1995,m4554,,m,45-54
39758,TN,1996,m4554,,m,45-54
39759,TN,1997,m4554,,m,45-54
39760,TN,1998,m4554,108.0,m,45-54
39761,TN,1999,m4554,106.0,m,45-54
39762,TN,2000,m4554,109.0,m,45-54
39763,TN,2001,m4554,103.0,m,45-54
39764,TN,2002,m4554,99.0,m,45-54
39765,TN,2003,m4554,95.0,m,45-54
39766,TN,2004,m4554,123.0,m,45-54
39767,TN,2005,m4554,115.0,m,45-54
39768,TN,2006,m4554,111.0,m,45-54
39769,TN,2007,m4554,104.0,m,45-54
39770,TN,2008,m4554,125.0,m,45-54
39771,TO,1980,m4554,,m,45-54
39772,TO,1981,m4554,,m,45-54
39773,TO,1982,m4554,,m,45-54
39774,TO,1983,m4554,,m,45-54
39775,TO,1984,m4554,,m,45-54
39776,TO,1985,m4554,,m,45-54
39777,TO,1986,m4554,,m,45-54
39778,TO,1987,m4554,,m,45-54
39779,TO,1988,m4554,,m,45-54
39780,TO,1989,m4554,,m,45-54
39781,TO,1990,m4554,,m,45-54
39782,TO,1991,m4554,,m,45-54
39783,TO,1992,m4554,,m,45-54
39784,TO,1993,m4554,,m,45-54
39785,TO,1994,m4554,,m,45-54
39786,TO,1995,m4554,0.0,m,45-54
39787,TO,1996,m4554,0.0,m,45-54
39788,TO,1997,m4554,0.0,m,45-54
39789,TO,1998,m4554,2.0,m,45-54
39790,TO,1999,m4554,1.0,m,45-54
39791,TO,2000,m4554,,m,45-54
39792,TO,2001,m4554,0.0,m,45-54
39793,TO,2002,m4554,4.0,m,45-54
39794,TO,2003,m4554,1.0,m,45-54
39795,TO,2004,m4554,,m,45-54
39796,TO,2005,m4554,2.0,m,45-54
39797,TO,2006,m4554,1.0,m,45-54
39798,TO,2007,m4554,0.0,m,45-54
39799,TO,2008,m4554,2.0,m,45-54
39800,TR,1980,m4554,,m,45-54
39801,TR,1981,m4554,,m,45-54
39802,TR,1982,m4554,,m,45-54
39803,TR,1983,m4554,,m,45-54
39804,TR,1984,m4554,,m,45-54
39805,TR,1985,m4554,,m,45-54
39806,TR,1986,m4554,,m,45-54
39807,TR,1987,m4554,,m,45-54
39808,TR,1988,m4554,,m,45-54
39809,TR,1989,m4554,,m,45-54
39810,TR,1990,m4554,,m,45-54
39811,TR,1991,m4554,,m,45-54
39812,TR,1992,m4554,,m,45-54
39813,TR,1995,m4554,,m,45-54
39814,TR,1996,m4554,,m,45-54
39815,TR,1997,m4554,,m,45-54
39816,TR,1998,m4554,,m,45-54
39817,TR,1999,m4554,,m,45-54
39818,TR,2000,m4554,,m,45-54
39819,TR,2001,m4554,,m,45-54
39820,TR,2002,m4554,,m,45-54
39821,TR,2003,m4554,,m,45-54
39822,TR,2004,m4554,41.0,m,45-54
39823,TR,2005,m4554,963.0,m,45-54
39824,TR,2006,m4554,1045.0,m,45-54
39825,TR,2007,m4554,978.0,m,45-54
39826,TR,2008,m4554,947.0,m,45-54
39827,TT,1980,m4554,,m,45-54
39828,TT,1981,m4554,,m,45-54
39829,TT,1982,m4554,,m,45-54
39830,TT,1983,m4554,,m,45-54
39831,TT,1984,m4554,,m,45-54
39832,TT,1985,m4554,,m,45-54
39833,TT,1986,m4554,,m,45-54
39834,TT,1987,m4554,,m,45-54
39835,TT,1988,m4554,,m,45-54
39836,TT,1989,m4554,,m,45-54
39837,TT,1990,m4554,,m,45-54
39838,TT,1991,m4554,,m,45-54
39839,TT,1992,m4554,,m,45-54
39840,TT,1993,m4554,,m,45-54
39841,TT,1994,m4554,,m,45-54
39842,TT,1995,m4554,12.0,m,45-54
39843,TT,1996,m4554,9.0,m,45-54
39844,TT,1997,m4554,,m,45-54
39845,TT,1998,m4554,14.0,m,45-54
39846,TT,1999,m4554,8.0,m,45-54
39847,TT,2000,m4554,17.0,m,45-54
39848,TT,2001,m4554,24.0,m,45-54
39849,TT,2002,m4554,12.0,m,45-54
39850,TT,2003,m4554,13.0,m,45-54
39851,TT,2004,m4554,7.0,m,45-54
39852,TT,2005,m4554,21.0,m,45-54
39853,TT,2006,m4554,20.0,m,45-54
39854,TT,2007,m4554,28.0,m,45-54
39855,TT,2008,m4554,34.0,m,45-54
39856,TV,1980,m4554,,m,45-54
39857,TV,1981,m4554,,m,45-54
39858,TV,1982,m4554,,m,45-54
39859,TV,1983,m4554,,m,45-54
39860,TV,1984,m4554,,m,45-54
